Item,Date,Mean
Yoghurt,01/06/2011,0.5500793
Cheddar,01/06/2011,7.802558
Milk,01/07/2011,1.41825
Yoghurt,01/07/2011,0.5557724
Cheddar,01/07/2011,7.905224
Ice Cream,01/07/2011,2.352794
Yoghurt,01/08/2011,0.5581818
Cheddar,01/08/2011,8.12518
Milk,01/08/2011,1.418347
Ice Cream,01/08/2011,2.361176
Yoghurt,01/09/2011,0.5548889
Cheddar,01/09/2011,8.133985
Milk,01/09/2011,1.417178
Ice Cream,01/09/2011,2.519237
Ice Cream,01/10/2011,2.690161
Yoghurt,01/10/2011,0.5598518
Cheddar,01/10/2011,7.84129
Milk,01/10/2011,1.296176
Ice Cream,01/11/2011,2.57568
Milk,01/11/2011,1.285062
Yoghurt,01/11/2011,0.5555147
Cheddar,01/11/2011,8.084015
Yoghurt,01/12/2011,0.5796323
Cheddar,01/12/2011,8.171305
Milk,01/12/2011,1.283512
Ice Cream,01/12/2011,2.60816
Yoghurt,01/01/2012,0.5734587
Milk,01/01/2012,1.237137
Cheddar,01/01/2012,8.148602
Ice Cream,01/01/2012,2.728485
Yoghurt,01/02/2012,0.5681396
Cheddar,01/02/2012,8.124094
Milk,01/02/2012,1.235504
Ice Cream,01/02/2012,2.537868
Ice Cream,01/03/2012,2.588296
Yoghurt,01/03/2012,0.5807857
Milk,01/03/2012,1.230833
Cheddar,01/03/2012,8.094924
Cheddar,01/04/2012,8.141544
Milk,01/04/2012,1.213625
Ice Cream,01/04/2012,2.57
Yoghurt,01/04/2012,0.5732558
Cheddar,01/05/2012,7.966917
Yoghurt,01/05/2012,0.5741667
Ice Cream,01/05/2012,2.512045
Milk,01/05/2012,1.23025
Cheddar,01/06/2012,8.145217
Milk,01/06/2012,1.212083
Ice Cream,01/06/2012,2.434773
Yoghurt,01/06/2012,0.5851799
Milk,01/07/2012,1.205875
Ice Cream,01/07/2012,2.461791
Yoghurt,01/07/2012,0.5823913
Cheddar,01/07/2012,8.163823
Milk,01/08/2012,1.188203
Cheddar,01/08/2012,8.151232
Yoghurt,01/08/2012,0.5918978
Ice Cream,01/08/2012,2.383262
Yoghurt,01/09/2012,0.5883688
Ice Cream,01/09/2012,2.604084
Cheddar,01/09/2012,8.233929
Milk,01/09/2012,1.173693
Yoghurt,01/10/2012,0.5915
Ice Cream,01/10/2012,2.633769
Cheddar,01/10/2012,8.29
Milk,01/10/2012,1.187089
Cheddar,01/11/2012,8.246
Milk,01/11/2012,1.193542
Ice Cream,01/11/2012,2.783969
Yoghurt,01/11/2012,0.5581818
Cheddar,01/12/2012,8.130075
Milk,01/12/2012,1.269038
Yoghurt,01/12/2012,0.5875352
Ice Cream,01/12/2012,2.573796
Cheddar,01/01/2013,8.225928
Ice Cream,01/01/2013,2.751533
Milk,01/01/2013,1.275062
Yoghurt,01/01/2013,0.5965734
Cheddar,01/02/2013,8.131053
Ice Cream,01/02/2013,2.521692
Butter,01/02/2013,2.73653
Milk,01/02/2013,1.282017
Yoghurt,01/02/2013,0.5967626
Yoghurt,01/03/2013,0.601773
Butter,01/03/2013,2.693421
Milk,01/03/2013,1.275165
Cheddar,01/03/2013,8.178849
Ice Cream,01/03/2013,2.559403
Cheddar,01/04/2013,8.211479
Milk,01/04/2013,1.279585
Ice Cream,01/04/2013,2.614702
Butter,01/04/2013,2.836916
Yoghurt,01/04/2013,0.6031159
Butter,01/05/2013,2.77136
Ice Cream,01/05/2013,2.434511
Yoghurt,01/05/2013,0.6068571
Milk,01/05/2013,1.281
Cheddar,01/05/2013,7.9825
Milk,01/06/2013,1.281157
Yoghurt,01/06/2013,0.6070073
Cheddar,01/06/2013,7.993577
Butter,01/06/2013,2.801044
Ice Cream,01/06/2013,2.280602
Milk,01/07/2013,1.289916
Yoghurt,01/07/2013,0.616087
Ice Cream,01/07/2013,2.525373
Butter,01/07/2013,2.716201
Cheddar,01/07/2013,8.098286
Milk,01/08/2013,1.3245
Cheddar,01/08/2013,8.219575
Butter,01/08/2013,2.80587
Yoghurt,01/08/2013,0.6008695
Ice Cream,01/08/2013,2.605643
Butter,01/09/2013,2.812217
Yoghurt,01/09/2013,0.6029323
Cheddar,01/09/2013,8.242518
Milk,01/09/2013,1.310289
Ice Cream,01/09/2013,2.53
Ice Cream,01/10/2013,2.554965
Yoghurt,01/10/2013,0.6106849
Milk,01/10/2013,1.312697
Butter,01/10/2013,2.840727
Cheddar,01/10/2013,8.31979
Yoghurt,01/11/2013,0.6156644
Butter,01/11/2013,2.744846
Cheddar,01/11/2013,8.469784
Ice Cream,01/11/2013,2.546522
Milk,01/11/2013,1.317167
Butter,01/12/2013,2.787401
Cheddar,01/12/2013,8.278507
Ice Cream,01/12/2013,2.380758
Yoghurt,01/12/2013,0.6135252
Milk,01/12/2013,1.324083
Cheddar,01/01/2014,8.411831
Ice Cream,01/01/2014,2.760515
Butter,01/01/2014,2.807031
Yoghurt,01/01/2014,0.6252083
Milk,01/01/2014,1.351203
Cheddar,01/02/2014,8.468148
Butter,01/02/2014,3.077149
Ice Cream,01/02/2014,2.393435
Milk,01/02/2014,1.352863
Yoghurt,01/02/2014,0.6181751
Cheddar,01/03/2014,8.659854
Ice Cream,01/03/2014,2.682769
Yoghurt,01/03/2014,0.6233823
Milk,01/03/2014,1.231083
Butter,01/03/2014,3.035537
Milk,01/04/2014,1.220966
Yoghurt,01/04/2014,0.6184328
Butter,01/04/2014,2.989739
Cheddar,01/04/2014,8.666544
Ice Cream,01/04/2014,2.352553
Yoghurt,01/05/2014,0.6262857
Ice Cream,01/05/2014,2.491397
Milk,01/05/2014,1.216042
Cheddar,01/05/2014,8.620074
Butter,01/05/2014,2.990129
Cheddar,01/06/2014,8.644088
Yoghurt,01/06/2014,0.6307194
Butter,01/06/2014,3.048485
Ice Cream,01/06/2014,2.557266
Milk,01/06/2014,1.216736
Ice Cream,01/07/2014,2.426642
Cheddar,01/07/2014,8.622695
Butter,01/07/2014,3.013462
Milk,01/07/2014,1.217741
Yoghurt,01/07/2014,0.612
Ice Cream,01/08/2014,2.567
Yoghurt,01/08/2014,0.6157554
Cheddar,01/08/2014,8.683333
Milk,01/08/2014,1.211339
Butter,01/08/2014,3.008
Butter,01/09/2014,2.964596
Yoghurt,01/09/2014,0.6219718
Cheddar,01/09/2014,8.636993
Ice Cream,01/09/2014,2.463597
Milk,01/09/2014,1.140295
Butter,01/10/2014,3.036352
Ice Cream,01/10/2014,2.334341
Milk,01/10/2014,1.166875
Cheddar,01/10/2014,8.368298
Yoghurt,01/10/2014,0.6140441
Butter,01/11/2014,2.950213
Milk,01/11/2014,1.166933
Ice Cream,01/11/2014,2.647308
Cheddar,01/11/2014,8.614285
Yoghurt,01/11/2014,0.6130435
Ice Cream,01/12/2014,2.428919
Milk,01/12/2014,1.152152
Yoghurt,01/12/2014,0.6143885
Butter,01/12/2014,3.042936
Cheddar,01/12/2014,8.583
Yoghurt,01/01/2015,0.6131111
Milk,01/01/2015,1.142929
Ice Cream,01/01/2015,2.554769
Butter,01/01/2015,2.901515
Cheddar,01/01/2015,8.395789
Cheddar,01/02/2015,8.161777
Milk,01/02/2015,1.12384
Butter,01/02/2015,2.94177
Yoghurt,01/02/2015,0.622803
Ice Cream,01/02/2015,2.526667
Milk,01/03/2015,1.128506
Ice Cream,01/03/2015,2.554296
Cheddar,01/03/2015,8.47781
Yoghurt,01/03/2015,0.6206569
Butter,01/03/2015,2.845065
Milk,01/04/2015,1.122172
Butter,01/04/2015,2.94308
Yoghurt,01/04/2015,0.619527
Cheddar,01/04/2015,8.344718
Ice Cream,01/04/2015,2.602214
Yoghurt,01/05/2015,0.6314788
Butter,01/05/2015,3.098067
Milk,01/05/2015,1.123293
Cheddar,01/05/2015,8.16
Ice Cream,01/05/2015,2.627045
Cheddar,01/06/2015,8.432993
Ice Cream,01/06/2015,2.408657
Butter,01/06/2015,2.946907
Yoghurt,01/06/2015,0.6369504
Milk,01/06/2015,1.107869
Yoghurt,01/07/2015,0.6400725
Ice Cream,01/07/2015,2.385
Butter,01/07/2015,2.882059
Cheddar,01/07/2015,8.378803
Milk,01/07/2015,1.110327
Yoghurt,01/08/2015,0.6431206
Ice Cream,01/08/2015,2.541825
Milk,01/08/2015,1.102716
Butter,01/08/2015,2.948517
Cheddar,01/08/2015,8.157467
Ice Cream,01/09/2015,2.432324
Cheddar,01/09/2015,8.084126
Yoghurt,01/09/2015,0.6509524
Butter,01/09/2015,3.004477
Milk,01/09/2015,1.107427
Yoghurt,01/10/2015,0.6378169
Cheddar,01/10/2015,8.109846
Butter,01/10/2015,2.717215
Ice Cream,01/10/2015,2.368794
Milk,01/10/2015,1.108238
Cheddar,01/11/2015,8.10736
Yoghurt,01/11/2015,0.6321583
Ice Cream,01/11/2015,2.510769
Butter,01/11/2015,3.012134
Milk,01/11/2015,1.115772
Milk,01/12/2015,1.118653
Cheddar,01/12/2015,8.145373
Butter,01/12/2015,2.990917
Ice Cream,01/12/2015,2.362911
Yoghurt,01/12/2015,0.6338732
Yoghurt,01/01/2016,0.644069
Cheddar,01/01/2016,8.124825
Ice Cream,01/01/2016,2.475839
Butter,01/01/2016,2.821102
Milk,01/01/2016,1.117317
Butter,01/02/2016,2.910388
Yoghurt,01/02/2016,0.6339456
Ice Cream,01/02/2016,2.401241
Cheddar,01/02/2016,7.828581
Milk,01/02/2016,1.113074
Butter,01/03/2016,2.795823
Milk,01/03/2016,1.107705
Yoghurt,01/03/2016,0.6313908
Cheddar,01/03/2016,7.960833
Ice Cream,01/03/2016,2.410786
Ice Cream,01/04/2016,2.264307
Cheddar,01/04/2016,7.893809
Yoghurt,01/04/2016,0.6086765
Butter,01/04/2016,2.868833
Milk,01/04/2016,1.107877
Cheddar,01/05/2016,7.996596
Yoghurt,01/05/2016,0.6312245
Ice Cream,01/05/2016,2.389058
Milk,01/05/2016,1.109714
Butter,01/05/2016,2.865504
Cheddar,01/06/2016,7.936454
Butter,01/06/2016,2.761949
Milk,01/06/2016,1.121612
Ice Cream,01/06/2016,2.432536
Yoghurt,01/06/2016,0.6187592
Cheddar,01/07/2016,7.832958
Milk,01/07/2016,1.121446
Ice Cream,01/07/2016,2.326963
Butter,01/07/2016,2.786176
Yoghurt,01/07/2016,0.6177698
Yoghurt,01/08/2016,0.6166667
Ice Cream,01/08/2016,2.375315
Butter,01/08/2016,2.742255
Cheddar,01/08/2016,7.755611
Milk,01/08/2016,1.119792
Butter,01/09/2016,2.706667
Milk,01/09/2016,1.120166
Cheddar,01/09/2016,7.454375
Ice Cream,01/09/2016,2.262837
Yoghurt,01/09/2016,0.6033334
Cheddar,01/10/2016,7.573125
Ice Cream,01/10/2016,2.508857
Butter,01/10/2016,2.703554
Milk,01/10/2016,1.116763
Yoghurt,01/10/2016,0.6011972
Butter,01/11/2016,2.782857
Cheddar,01/11/2016,7.493404
Milk,01/11/2016,1.127284
Yoghurt,01/11/2016,0.6102817
Ice Cream,01/11/2016,2.385113
Milk,01/12/2016,1.128471
Cheddar,01/12/2016,7.493521
Ice Cream,01/12/2016,2.134148
Butter,01/12/2016,2.838861
Yoghurt,01/12/2016,0.6088653
Yoghurt,01/01/2017,0.6035461
Butter,01/01/2017,2.916219
Milk,01/01/2017,1.130288
Cheddar,01/01/2017,7.618732
Ice Cream,01/01/2017,2.391214
Milk,01/02/2017,1.124918
Ice Cream,01/02/2017,2.433885
Yoghurt,01/02/2017,0.6081295
Butter,01/02/2017,2.83105
Cheddar,01/02/2017,7.744671
Yoghurt,01/03/2017,0.5962963
Milk,01/03/2017,1.117714
Cheddar,01/03/2017,7.956028
Butter,01/03/2017,2.821297
Ice Cream,01/03/2017,2.477338
Butter,01/04/2017,2.762645
Cheddar,01/04/2017,7.768591
Milk,01/04/2017,1.117078
Ice Cream,01/04/2017,2.315362
Yoghurt,01/04/2017,0.6134014
Milk,01/05/2017,1.127388
Yoghurt,01/05/2017,0.6234722
Butter,01/05/2017,2.782025
Ice Cream,01/05/2017,2.472206
Cheddar,01/05/2017,7.714786
Ice Cream,01/06/2017,2.401655
Yoghurt,01/06/2017,0.6348572
Milk,01/06/2017,1.122839
Butter,01/06/2017,2.843652
Cheddar,01/06/2017,7.738944
Cheddar,01/07/2017,7.748392
Butter,01/07/2017,2.784792
Ice Cream,01/07/2017,2.387299
Milk,01/07/2017,1.124163
Yoghurt,01/07/2017,0.6279021
Yoghurt,01/08/2017,0.6330769
Milk,01/08/2017,1.118589
Cheddar,01/08/2017,7.782207
Ice Cream,01/08/2017,2.419786
Butter,01/08/2017,2.840042
Yoghurt,01/09/2017,0.628662
Cheddar,01/09/2017,7.920417
Ice Cream,01/09/2017,2.445422
Milk,01/09/2017,1.121743
Butter,01/09/2017,3.005063
Ice Cream,01/10/2017,2.419231
Milk,01/10/2017,1.121901
Yoghurt,01/10/2017,0.6288356
Cheddar,01/10/2017,7.952797
Butter,01/10/2017,3.129198
Yoghurt,01/11/2017,0.6249306
Milk,01/11/2017,1.122542
Butter,01/11/2017,3.24614
Cheddar,01/11/2017,8.031
Ice Cream,01/11/2017,2.51637
Yoghurt,01/12/2017,0.6321898
Ice Cream,01/12/2017,2.403427
Butter,01/12/2017,3.252218
Cheddar,01/12/2017,7.886667
Milk,01/12/2017,1.188917
Milk,01/01/2018,1.194691
Cheddar,01/01/2018,7.943836
Butter,01/01/2018,3.123708
Yoghurt,01/01/2018,0.6279578
Ice Cream,01/01/2018,2.576901
Milk,01/02/2018,1.187303
Butter,01/02/2018,3.154635
Ice Cream,01/02/2018,2.462158
Yoghurt,01/02/2018,0.6076642
Cheddar,01/02/2018,7.832621
Butter,01/03/2018,3.14789
Cheddar,01/03/2018,7.658633
Yoghurt,01/03/2018,0.6117857
Milk,01/03/2018,1.20235
Ice Cream,01/03/2018,2.496391
Milk,01/04/2018,1.189755
Yoghurt,01/04/2018,0.6126531
Butter,01/04/2018,3.095353
Cheddar,01/04/2018,7.702684
Ice Cream,01/04/2018,2.504745
Cheddar,01/05/2018,7.685503
Yoghurt,01/05/2018,0.6044595
Butter,01/05/2018,3.237721
Ice Cream,01/05/2018,2.232537
Milk,01/05/2018,1.192122
Yoghurt,01/06/2018,0.5662937
Cheddar,01/06/2018,7.805385
Milk,01/06/2018,1.191184
Butter,01/06/2018,3.101289
Ice Cream,01/06/2018,2.43163
Milk,01/07/2018,1.190123
Yoghurt,01/07/2018,0.609726
Cheddar,01/07/2018,7.737391
Ice Cream,01/07/2018,2.39375
Butter,01/07/2018,3.286581
Butter,01/08/2018,3.278983
Ice Cream,01/08/2018,2.469648
Milk,01/08/2018,1.192939
Yoghurt,01/08/2018,0.6045946
Cheddar,01/08/2018,7.850588
Ice Cream,01/09/2018,2.458162
Butter,01/09/2018,3.188383
Cheddar,01/09/2018,7.952785
Milk,01/09/2018,1.195
Yoghurt,01/09/2018,0.5995172
Yoghurt,01/10/2018,0.6102797
Cheddar,01/10/2018,7.866643
Butter,01/10/2018,3.247269
Milk,01/10/2018,1.193592
Ice Cream,01/10/2018,2.428116
Ice Cream,01/11/2018,2.53637
Milk,01/11/2018,1.194713
Butter,01/11/2018,3.064788
Yoghurt,01/11/2018,0.6148936
Cheddar,01/11/2018,7.752754
Milk,01/12/2018,1.194315
Cheddar,01/12/2018,7.762867
Yoghurt,01/12/2018,0.5950781
Ice Cream,01/12/2018,2.446154
Butter,01/12/2018,3.285485
Ice Cream,01/01/2019,2.66953
Cheddar,01/01/2019,7.809014
Milk,01/01/2019,1.213388
Butter,01/01/2019,3.287004
Yoghurt,01/01/2019,0.6116552
Ice Cream,01/02/2019,2.594354
Yoghurt,01/02/2019,0.603669
Butter,01/02/2019,3.332511
Cheddar,01/02/2019,7.61774
Milk,01/02/2019,1.206307
Cheddar,01/03/2019,7.595879
Butter,01/03/2019,3.177542
Yoghurt,01/03/2019,0.6015173
Milk,01/03/2019,1.201265
Ice Cream,01/03/2019,2.520068
Milk,01/04/2019,1.19
Cheddar,01/04/2019,7.622857
Butter,01/04/2019,3.196008
Ice Cream,01/04/2019,2.436574
Yoghurt,01/04/2019,0.5981379
Butter,01/05/2019,3.14963
Yoghurt,01/05/2019,0.6053472
Ice Cream,01/05/2019,2.623286
Milk,01/05/2019,1.187851
Cheddar,01/05/2019,7.669324
Ice Cream,01/06/2019,2.363546
Butter,01/06/2019,3.257689
Cheddar,01/06/2019,7.503108
Yoghurt,01/06/2019,0.6099275
Milk,01/06/2019,1.18781
Yoghurt,01/07/2019,0.6023358
Milk,01/07/2019,1.189712
Cheddar,01/07/2019,7.645734
Butter,01/07/2019,3.220372
Ice Cream,01/07/2019,2.403873
Milk,01/08/2019,1.189713
Yoghurt,01/08/2019,0.6090278
Cheddar,01/08/2019,7.647643
Ice Cream,01/08/2019,2.624615
Butter,01/08/2019,3.07107
Ice Cream,01/09/2019,2.646
Milk,01/09/2019,1.18
Cheddar,01/09/2019,7.31617
Yoghurt,01/09/2019,0.6155
Butter,01/09/2019,3.107254
Cheddar,01/10/2019,7.463931
Ice Cream,01/10/2019,2.511479
Yoghurt,01/10/2019,0.623007
Milk,01/10/2019,1.181852
Butter,01/10/2019,3.181736
Cheddar,01/11/2019,7.422979
Milk,01/11/2019,1.187531
Ice Cream,01/11/2019,2.609071
Yoghurt,01/11/2019,0.6278169
Butter,01/11/2019,3.082963
Ice Cream,01/12/2019,2.49237
Yoghurt,01/12/2019,0.6227819
Butter,01/12/2019,3.168755
Milk,01/12/2019,1.199269
Cheddar,01/12/2019,7.487931
Butter,01/01/2020,3.060954
Yoghurt,01/01/2020,0.633
Cheddar,01/01/2020,7.518027
Milk,01/01/2020,1.201081
Ice Cream,01/01/2020,2.783969
Ice Cream,01/02/2020,2.710709
Cheddar,01/02/2020,7.44589
Butter,01/02/2020,3.062083
Yoghurt,01/02/2020,0.6229078
Milk,01/02/2020,1.199543
Ice Cream,01/03/2020,2.749328
Cheddar,01/03/2020,7.427344
Butter,01/03/2020,3.155642
Yoghurt,01/03/2020,0.6345517
Milk,01/03/2020,1.187655
Butter,01/04/2020,3.282512
Cheddar,01/04/2020,7.428514
Ice Cream,01/04/2020,2.542294
Yoghurt,01/04/2020,0.6291765
Milk,01/04/2020,1.205174
Ice Cream,01/05/2020,2.475714
Butter,01/05/2020,3.239087
Cheddar,01/05/2020,7.180215
Milk,01/05/2020,1.19819
Yoghurt,01/05/2020,0.61
Cheddar,01/06/2020,7.239917
Butter,01/06/2020,3.077342
Milk,01/06/2020,1.197867
Ice Cream,01/06/2020,2.514806
Yoghurt,01/06/2020,0.6336135
Milk,01/07/2020,1.196195
Cheddar,01/07/2020,6.994758
Yoghurt,01/07/2020,0.6448
Butter,01/07/2020,3.210536
Ice Cream,01/07/2020,2.769491
Yoghurt,01/08/2020,0.6033858
Butter,01/08/2020,3.043991
Ice Cream,01/08/2020,2.589044
Milk,01/08/2020,1.190932
Cheddar,01/08/2020,7.240391
Butter,01/09/2020,3.115216
Cheddar,01/09/2020,6.863037
Milk,01/09/2020,1.191037
Ice Cream,01/09/2020,2.619496
Yoghurt,01/09/2020,0.6069697
Cheddar,01/10/2020,6.957463
Milk,01/10/2020,1.190209
Ice Cream,01/10/2020,2.398
Yoghurt,01/10/2020,0.620229
Butter,01/10/2020,3.013448
Cheddar,01/11/2020,6.905125
Butter,01/11/2020,2.804451
Ice Cream,01/11/2020,2.283163
Yoghurt,01/11/2020,0.6348718
Milk,01/11/2020,1.208404
Ice Cream,01/12/2020,2.153107
Butter,01/12/2020,3.052275
Milk,01/12/2020,1.20466
Yoghurt,01/12/2020,0.6343902
Cheddar,01/12/2020,6.932048
Milk,01/01/2021,1.200478
Butter,01/01/2021,3.149417
Cheddar,01/01/2021,6.771415
Yoghurt,01/01/2021,0.626036
Ice Cream,01/01/2021,2.563496
Milk,01/02/2021,1.20335
Cheddar,01/02/2021,6.580727
Ice Cream,01/02/2021,2.394874
Yoghurt,01/02/2021,0.6306364
Butter,01/02/2021,3.114783
Cheddar,01/03/2021,6.920615
Yoghurt,01/03/2021,0.6379527
Milk,01/03/2021,1.198889
Ice Cream,01/03/2021,2.404553
Butter,01/03/2021,3.270794
Yoghurt,01/04/2021,0.6353968
Ice Cream,01/04/2021,2.454222
Cheddar,01/04/2021,6.89084
Butter,01/04/2021,3.105117
Milk,01/04/2021,1.222588
Yoghurt,01/05/2021,0.6444117
Cheddar,01/05/2021,6.963627
Ice Cream,01/05/2021,2.371391
Butter,01/05/2021,3.193598
Milk,01/05/2021,1.241866
Butter,01/06/2021,3.087009
Milk,01/06/2021,1.24162
Cheddar,01/06/2021,6.784224
Yoghurt,01/06/2021,0.5833043
Ice Cream,01/06/2021,2.475935
Cheddar,01/07/2021,6.60772
Ice Cream,01/07/2021,2.463521
Butter,01/07/2021,3.098553
Milk,01/07/2021,1.215868
Yoghurt,01/07/2021,0.615
Ice Cream,01/08/2021,2.539041
Butter,01/08/2021,3.043485
Cheddar,01/08/2021,6.606429
Yoghurt,01/08/2021,0.5946032
Milk,01/08/2021,1.242798
Milk,01/09/2021,1.231
Ice Cream,01/09/2021,2.617083
Yoghurt,01/09/2021,0.6134043
Butter,01/09/2021,3.103787
Cheddar,01/09/2021,6.602448
Milk,01/10/2021,1.26675
Butter,01/10/2021,3.197203
Yoghurt,01/10/2021,0.6235036
Ice Cream,01/10/2021,2.496268
Cheddar,01/10/2021,6.612
Butter,01/11/2021,3.236638
Ice Cream,01/11/2021,2.706846
Milk,01/11/2021,1.281037
Yoghurt,01/11/2021,0.6235461
Cheddar,01/11/2021,6.506294
Yoghurt,01/12/2021,0.6203704
Butter,01/12/2021,3.286428
Cheddar,01/12/2021,6.37625
Milk,01/12/2021,1.289667
Ice Cream,01/12/2021,2.569308
Butter,01/01/2022,3.219542
Yoghurt,01/01/2022,0.6319858
Milk,01/01/2022,1.295774
Cheddar,01/01/2022,6.572574
Ice Cream,01/01/2022,2.753333
Milk,01/02/2022,1.321745
Yoghurt,01/02/2022,0.6432847
Ice Cream,01/02/2022,2.729141
Cheddar,01/02/2022,6.638955
Butter,01/02/2022,3.217702
Yoghurt,01/03/2022,0.6332414
Butter,01/03/2022,3.530458
Cheddar,01/03/2022,6.631449
Ice Cream,01/03/2022,2.63736
Milk,01/03/2022,1.29175
Milk,01/04/2022,1.347983
Ice Cream,01/04/2022,2.67856
Cheddar,01/04/2022,6.855987
Butter,01/04/2022,3.42376
Yoghurt,01/04/2022,0.6604861
Cheddar,01/05/2022,7.135926
Ice Cream,01/05/2022,2.695397
Butter,01/05/2022,3.536597
Yoghurt,01/05/2022,0.6485915
Milk,01/05/2022,1.385164
Ice Cream,01/06/2022,2.686083
Milk,01/06/2022,1.42719
Yoghurt,01/06/2022,0.6789051
Cheddar,01/06/2022,7.512692
Butter,01/06/2022,3.818889
Ice Cream,01/07/2022,2.839779
Butter,01/07/2022,3.99144
Milk,01/07/2022,1.538625
Cheddar,01/07/2022,7.78344
Yoghurt,01/07/2022,0.679313
Ice Cream,01/08/2022,2.834341
Milk,01/08/2022,1.580289
Cheddar,01/08/2022,8.018077
Yoghurt,01/08/2022,0.7010606
Butter,01/08/2022,3.979247
Milk,01/09/2022,1.583042
Ice Cream,01/09/2022,3.055408
Butter,01/09/2022,3.950531
Yoghurt,01/09/2022,0.7255797
Cheddar,01/09/2022,8.339497
Yoghurt,01/10/2022,0.7669784
Ice Cream,01/10/2022,2.972086
Cheddar,01/10/2022,8.751928
Butter,01/10/2022,4.037676
Milk,01/10/2022,1.655792
Butter,01/11/2022,4.02038
Cheddar,01/11/2022,8.752593
Yoghurt,01/11/2022,0.7781482
Milk,01/11/2022,1.694641
Ice Cream,01/11/2022,2.901531
