Date,Price,Item
01/06/2018,0.640083,Dog Food
01/06/2018,2.034928,Eggs
01/06/2018,1.889014,Kitchen Roll
01/06/2018,1.436125,Soap
01/06/2018,1.872489,Tampons
01/06/2018,1.657905,Toothpaste
01/07/2018,3.286581,Butter
01/07/2018,0.6525306,Dog Food
01/07/2018,2.036525,Eggs
01/07/2018,1.914518,Kitchen Roll
01/07/2018,1.305109,Soap
01/07/2018,1.928426,Tampons
01/07/2018,1.627211,Toothpaste
01/08/2018,3.278983,Butter
01/08/2018,0.6533473,Dog Food
01/08/2018,2.01518,Eggs
01/08/2018,1.916071,Kitchen Roll
01/08/2018,1.459264,Soap
01/08/2018,1.87915,Tampons
01/08/2018,1.649184,Toothpaste
01/09/2018,3.188383,Butter
01/09/2018,0.6619651,Dog Food
01/09/2018,2.027273,Eggs
01/09/2018,1.855245,Kitchen Roll
01/09/2018,1.320336,Soap
01/09/2018,1.920598,Tampons
01/09/2018,1.641544,Toothpaste
01/10/2018,3.247269,Butter
01/10/2018,0.6721212,Dog Food
01/10/2018,2.032828,Eggs
01/10/2018,1.85774,Kitchen Roll
01/10/2018,1.413568,Soap
01/10/2018,1.868299,Tampons
01/10/2018,1.719589,Toothpaste
01/11/2018,3.064788,Butter
01/11/2018,0.6762332,Dog Food
01/11/2018,2.037857,Eggs
01/11/2018,1.914324,Kitchen Roll
01/11/2018,1.565526,Soap
01/11/2018,1.947563,Tampons
01/11/2018,1.687483,Toothpaste
01/12/2018,3.285485,Butter
01/12/2018,0.6762552,Dog Food
01/12/2018,2.03875,Eggs
01/12/2018,1.838276,Kitchen Roll
01/12/2018,1.293176,Soap
01/12/2018,1.872764,Tampons
01/12/2018,1.686364,Toothpaste
01/01/2019,3.287004,Butter
01/01/2019,0.6736179,Dog Food
01/01/2019,2.053696,Eggs
01/01/2019,1.925804,Kitchen Roll
01/01/2019,1.506846,Soap
01/01/2019,1.941483,Tampons
01/01/2019,1.721074,Toothpaste
01/02/2019,3.332511,Butter
01/02/2019,0.7293981,Dog Food
01/02/2019,2.012578,Eggs
01/02/2019,1.839154,Kitchen Roll
01/02/2019,1.544664,Soap
01/02/2019,1.962197,Tampons
01/02/2019,1.738581,Toothpaste
01/03/2019,3.177542,Butter
01/03/2019,0.7287879,Dog Food
01/03/2019,1.9925,Eggs
01/03/2019,1.878511,Kitchen Roll
01/03/2019,1.265753,Soap
01/03/2019,2.030502,Tampons
01/03/2019,1.624371,Toothpaste
01/04/2019,3.196008,Butter
01/04/2019,0.7297021,Dog Food
01/04/2019,2.008345,Eggs
01/04/2019,1.901736,Kitchen Roll
01/04/2019,1.4729,Soap
01/04/2019,1.961613,Tampons
01/04/2019,1.638609,Toothpaste
01/05/2019,3.14963,Butter
01/05/2019,0.7206097,Dog Food
01/05/2019,2.01482,Eggs
01/05/2019,1.857183,Kitchen Roll
01/05/2019,1.366736,Soap
01/05/2019,1.965344,Tampons
01/05/2019,1.671569,Toothpaste
01/06/2019,3.257689,Butter
01/06/2019,0.7233603,Dog Food
01/06/2019,2.005857,Eggs
01/06/2019,1.903826,Kitchen Roll
01/06/2019,1.428917,Soap
01/06/2019,1.977075,Tampons
01/06/2019,1.664595,Toothpaste
01/07/2019,3.220372,Butter
01/07/2019,0.7215638,Dog Food
01/07/2019,1.977206,Eggs
01/07/2019,1.965274,Kitchen Roll
01/07/2019,1.35675,Soap
01/07/2019,2.005059,Tampons
01/07/2019,1.712,Toothpaste
01/08/2019,3.07107,Butter
01/08/2019,0.7244672,Dog Food
01/08/2019,1.987761,Eggs
01/08/2019,1.849712,Kitchen Roll
01/08/2019,1.500165,Soap
01/08/2019,1.991032,Tampons
01/08/2019,1.796391,Toothpaste
01/09/2019,3.107254,Butter
01/09/2019,0.7318624,Dog Food
01/09/2019,1.966788,Eggs
01/09/2019,1.970224,Kitchen Roll
01/09/2019,1.387948,Soap
01/09/2019,1.99896,Tampons
01/09/2019,1.763968,Toothpaste
01/10/2019,3.181736,Butter
01/10/2019,0.7209465,Dog Food
01/10/2019,1.949574,Eggs
01/10/2019,2.031797,Kitchen Roll
01/10/2019,1.362089,Soap
01/10/2019,1.973911,Tampons
01/10/2019,1.696301,Toothpaste
01/11/2019,3.082963,Butter
01/11/2019,0.7279518,Dog Food
01/11/2019,1.968676,Eggs
01/11/2019,1.957591,Kitchen Roll
01/11/2019,1.454813,Soap
01/11/2019,1.9776,Tampons
01/11/2019,1.731795,Toothpaste
01/12/2019,3.168755,Butter
01/12/2019,0.7368675,Dog Food
01/12/2019,1.976815,Eggs
01/12/2019,1.957293,Kitchen Roll
01/12/2019,1.407,Soap
01/12/2019,2.030844,Tampons
01/12/2019,1.709388,Toothpaste
01/01/2020,3.060954,Butter
01/01/2020,0.7532018,Dog Food
01/01/2020,1.994088,Eggs
01/01/2020,1.916786,Kitchen Roll
01/01/2020,1.361883,Soap
01/01/2020,2.047,Tampons
01/01/2020,1.673481,Toothpaste
01/02/2020,3.062083,Butter
01/02/2020,0.7587557,Dog Food
01/02/2020,1.987786,Eggs
01/02/2020,1.958623,Kitchen Roll
01/02/2020,1.359953,Soap
01/02/2020,2.00952,Tampons
01/02/2020,1.675454,Toothpaste
01/03/2020,3.155642,Butter
01/03/2020,0.7668041,Dog Food
01/03/2020,1.888222,Eggs
01/03/2020,2.047949,Kitchen Roll
01/03/2020,1.504839,Soap
01/03/2020,2.055487,Tampons
01/03/2020,1.897438,Toothpaste
01/04/2020,3.282512,Butter
01/04/2020,0.7137113,Dog Food
01/04/2020,2.088732,Eggs
01/04/2020,2.229655,Kitchen Roll
01/04/2020,1.424118,Soap
01/04/2020,1.997248,Tampons
01/04/2020,1.638067,Toothpaste
01/05/2020,3.239087,Butter
01/05/2020,0.7011737,Dog Food
01/05/2020,2.065955,Eggs
01/05/2020,2.541463,Kitchen Roll
01/05/2020,1.449318,Soap
01/05/2020,2.041565,Tampons
01/05/2020,1.60625,Toothpaste
01/06/2020,3.077342,Butter
01/06/2020,0.7225234,Dog Food
01/06/2020,2.101753,Eggs
01/06/2020,2.467222,Kitchen Roll
01/06/2020,1.575471,Soap
01/06/2020,2.068362,Tampons
01/06/2020,1.55432,Toothpaste
01/07/2020,3.210536,Butter
01/07/2020,0.7252036,Dog Food
01/07/2020,2.099043,Eggs
01/07/2020,2.477863,Kitchen Roll
01/07/2020,1.614725,Soap
01/07/2020,1.989313,Tampons
01/07/2020,1.620507,Toothpaste
01/08/2020,3.043991,Butter
01/08/2020,0.7402347,Dog Food
01/08/2020,1.976577,Eggs
01/08/2020,2.045345,Kitchen Roll
01/08/2020,1.549845,Soap
01/08/2020,1.97925,Tampons
01/08/2020,1.599225,Toothpaste
01/09/2020,3.115216,Butter
01/09/2020,0.7319908,Dog Food
01/09/2020,1.991842,Eggs
01/09/2020,2.095126,Kitchen Roll
01/09/2020,1.493333,Soap
01/09/2020,1.996598,Tampons
01/09/2020,1.606181,Toothpaste
01/10/2020,3.013448,Butter
01/10/2020,0.7245622,Dog Food
01/10/2020,1.959841,Eggs
01/10/2020,2.145492,Kitchen Roll
01/10/2020,1.536143,Soap
01/10/2020,2.046914,Tampons
01/10/2020,1.685753,Toothpaste
01/11/2020,2.804451,Butter
01/11/2020,0.7140404,Dog Food
01/11/2020,1.90759,Eggs
01/11/2020,2.19697,Kitchen Roll
01/11/2020,1.437081,Soap
01/11/2020,1.985273,Tampons
01/11/2020,1.499412,Toothpaste
01/12/2020,3.052275,Butter
01/12/2020,0.7216746,Dog Food
01/12/2020,1.866667,Eggs
01/12/2020,2.336133,Kitchen Roll
01/12/2020,1.310577,Soap
01/12/2020,2.061956,Tampons
01/12/2020,1.706911,Toothpaste
01/01/2021,3.149417,Butter
01/01/2021,0.724574,Dog Food
01/01/2021,1.834513,Eggs
01/01/2021,2.207563,Kitchen Roll
01/01/2021,1.515556,Soap
01/01/2021,2.080639,Tampons
01/01/2021,1.762266,Toothpaste
01/02/2021,3.114783,Butter
01/02/2021,0.7144749,Dog Food
01/02/2021,1.827826,Eggs
01/02/2021,2.298785,Kitchen Roll
01/02/2021,1.621227,Soap
01/02/2021,2.049957,Tampons
01/02/2021,1.759084,Toothpaste
01/03/2021,3.270794,Butter
01/03/2021,0.7236406,Dog Food
01/03/2021,1.915909,Eggs
01/03/2021,2.229322,Kitchen Roll
01/03/2021,1.568165,Soap
01/03/2021,2.100932,Tampons
01/03/2021,1.662746,Toothpaste
01/04/2021,3.105117,Butter
01/04/2021,0.720724,Dog Food
01/04/2021,1.914148,Eggs
01/04/2021,2.099924,Kitchen Roll
01/04/2021,1.535,Soap
01/04/2021,2.092723,Tampons
01/04/2021,1.636597,Toothpaste
01/05/2021,3.193598,Butter
01/05/2021,0.7460101,Dog Food
01/05/2021,1.957664,Eggs
01/05/2021,2.145909,Kitchen Roll
01/05/2021,1.521564,Soap
01/05/2021,2.097543,Tampons
01/05/2021,1.786594,Toothpaste
01/06/2021,3.087009,Butter
01/06/2021,0.7121459,Dog Food
01/06/2021,2.008505,Eggs
01/06/2021,2.113936,Kitchen Roll
01/06/2021,1.490602,Soap
01/06/2021,2.080976,Tampons
01/06/2021,1.604375,Toothpaste
01/07/2021,3.098553,Butter
01/07/2021,0.7218672,Dog Food
01/07/2021,1.969845,Eggs
01/07/2021,2.158527,Kitchen Roll
01/07/2021,1.491266,Soap
01/07/2021,2.119194,Tampons
01/07/2021,1.760336,Toothpaste
01/08/2021,3.043485,Butter
01/08/2021,0.7472691,Dog Food
01/08/2021,1.966985,Eggs
01/08/2021,2.170079,Kitchen Roll
01/08/2021,1.479022,Soap
01/08/2021,2.119714,Tampons
01/08/2021,1.730541,Toothpaste
01/09/2021,3.103787,Butter
01/09/2021,0.7370661,Dog Food
01/09/2021,1.979242,Eggs
01/09/2021,2.25125,Kitchen Roll
01/09/2021,1.435153,Soap
01/09/2021,2.077373,Tampons
01/09/2021,1.667566,Toothpaste
01/10/2021,3.197203,Butter
01/10/2021,0.7359825,Dog Food
01/10/2021,1.990866,Eggs
01/10/2021,2.339422,Kitchen Roll
01/10/2021,1.433795,Soap
01/10/2021,2.09,Tampons
01/10/2021,1.737162,Toothpaste
01/11/2021,3.236638,Butter
01/11/2021,0.7700488,Dog Food
01/11/2021,1.978722,Eggs
01/11/2021,2.358254,Kitchen Roll
01/11/2021,1.516314,Soap
01/11/2021,2.109309,Tampons
01/11/2021,1.7936,Toothpaste
01/12/2021,3.286428,Butter
01/12/2021,0.782844,Dog Food
01/12/2021,2.000763,Eggs
01/12/2021,2.37328,Kitchen Roll
01/12/2021,1.48087,Soap
01/12/2021,2.185776,Tampons
01/12/2021,1.835603,Toothpaste
01/01/2022,3.219542,Butter
01/01/2022,0.7876214,Dog Food
01/01/2022,2.000602,Eggs
01/01/2022,2.437632,Kitchen Roll
01/01/2022,1.533629,Soap
01/01/2022,2.126992,Tampons
01/01/2022,1.79223,Toothpaste
01/02/2022,3.217702,Butter
01/02/2022,0.8843779,Dog Food
01/02/2022,2.442348,Kitchen Roll
01/02/2022,1.410093,Soap
01/02/2022,2.067875,Tampons
01/02/2022,1.851462,Toothpaste
01/03/2022,3.530458,Butter
01/03/2022,0.9017431,Dog Food
01/03/2022,2.53063,Kitchen Roll
01/03/2022,1.515956,Soap
01/03/2022,2.140445,Tampons
01/03/2022,1.847432,Toothpaste
01/04/2022,3.42376,Butter
01/04/2022,0.9141393,Dog Food
01/04/2022,2.57687,Kitchen Roll
01/04/2022,1.504511,Soap
01/04/2022,2.276195,Tampons
01/04/2022,1.989231,Toothpaste
01/05/2022,3.536597,Butter
01/05/2022,0.9547465,Dog Food
01/05/2022,2.82913,Kitchen Roll
01/05/2022,1.448534,Soap
01/05/2022,2.15816,Tampons
01/05/2022,1.882185,Toothpaste
01/06/2022,3.818889,Butter
01/06/2022,0.9323431,Dog Food
01/06/2022,2.855161,Kitchen Roll
01/06/2022,1.512185,Soap
01/06/2022,2.184524,Tampons
01/06/2022,2.049806,Toothpaste
01/07/2022,3.99144,Butter
01/07/2022,0.9855328,Dog Food
01/07/2022,2.998688,Kitchen Roll
01/07/2022,1.500886,Soap
01/07/2022,2.184659,Tampons
01/07/2022,1.90281,Toothpaste
01/08/2022,3.979247,Butter
01/08/2022,1.019711,Dog Food
01/08/2022,3.027273,Kitchen Roll
01/08/2022,1.525336,Soap
01/08/2022,2.198823,Tampons
01/08/2022,1.890411,Toothpaste
01/09/2022,3.950531,Butter
01/09/2022,1.01181,Dog Food
01/09/2022,3.13982,Kitchen Roll
01/09/2022,1.442743,Soap
01/09/2022,2.214545,Tampons
01/09/2022,2.066759,Toothpaste
01/10/2022,4.037676,Butter
01/10/2022,1.051974,Dog Food
01/10/2022,3.336048,Kitchen Roll
01/10/2022,1.588423,Soap
01/10/2022,2.23083,Tampons
01/10/2022,1.996688,Toothpaste
01/11/2022,4.02038,Butter
01/11/2022,1.068734,Dog Food
01/11/2022,3.305892,Kitchen Roll
01/11/2022,1.520676,Soap
01/11/2022,2.21813,Tampons
01/11/2022,2.020753,Toothpaste
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
